ticker,yf_symbol,yf_suffix,isin,name,type,domicile,dist_policy,replication,strategy,ter,fund_size_eur,country,sector,currency
KRTX,KRTX,,,"Karuna Therapeutics, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KRUS,KRUS,,,"Kura Sushi USA, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KRYAF,KRYAF,,,Kerry Group plc,Stock,Ireland,,,,,,Ireland,Consumer Staples,USD
KRYAY,KRYAY,,,Kerry Group plc,Stock,Ireland,,,,,,Ireland,Consumer Staples,USD
KRYPF,KRYPF.HK,.HK,,Kerry Properties Limited,Stock,Hong Kong,,,,,,Hong Kong,Real Estate,USD
KRYS,KRYS,,,"Krystal Biotech, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KSANF,KSANF.T,.T,,"Kansai Paint Co., Ltd.",Stock,Japan,,,,,,Japan,Materials,USD
KSBI,KSBI,,,"KS Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
KSCP,KSCP,,,Knightscope Inc. Class A Common Stock,Stock,United States,,,,,,United States,Industrials,USD
KSFTF,KSFTF.HK,.HK,,Kingsoft Corporation Limited,Stock,Hong Kong,,,,,,Hong Kong,Communication Services,USD
KSHB,KSHB,,,"KushCo Holdings, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KSI,KSI,,,Kadem Sustainable Impact Corporation,Stock,United States,,,,,,United States,Financials,
KSICU,KSICU,,,Kadem Sustainable Impact Corporation,Stock,United States,,,,,,United States,Financials,USD
KSICW,KSICW,,,Kadem Sustainable Impact Corporation,Stock,United States,,,,,,United States,Financials,
KSIH,KSIH.TW,.TW,,KS International Holdings Corporation,Stock,Taiwan,,,,,,Taiwan,Information Technology,USD
KSKGF,KSKGF.AX,.AX,,Kingsgate Consolidated Limited,Stock,Australia,,,,,,Australia,Materials,USD
KSLLF,KSLLF.OL,.OL,,Kalera AS,Stock,Norway,,,,,,Norway,Consumer Staples,USD
KSM,KSM,,,DWS Strategic Municipal Income Trust,Stock,United States,,,,,,United States,Financials,USD
KSMRF,KSMRF.TO,.TO,,Contagious Gaming Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
KSMT,KSMT,,,one,Stock,United States,,,,,,United States,Financials,USD
KSMTU,KSMTU,,,one,Stock,United States,,,,,,United States,Financials,USD
KSMTW,KSMTW,,,one,Stock,United States,,,,,,United States,Financials,USD
KSPHF,KSPHF.T,.T,,"Kissei Pharmaceutical Co., Ltd.",Stock,Japan,,,,,,Japan,Health Care,USD
KSPI,KSPI,,,Joint Stock Company Kaspi.kz American Depository Shares,Stock,Kazakhstan,,,,,,Kazakhstan,Financials,USD
KSPN,KSPN,,,Kaspien Holdings Inc.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
KSQR,KSQR,,,Kendall Square Research Corp,Stock,United States,,,,,,United States,Health Care,USD
KSRYY,KSRYY.T,.T,,KOSE Corporation,Stock,Japan,,,,,,Japan,Consumer Staples,USD
KSS,KSS,,,Kohl's Corporation,Stock,United States,,,,,,United States,Consumer Discretionary,USD
KSSH,KSSH,,,Kingfish Holding Corporation,Stock,United States,,,,,,United States,Financials,USD
KSSRF,KSSRF.TO,.TO,,Kesselrun Resources Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
KSTBF,KSTBF.TO,.TO,,Kestrel Gold Inc.,Stock,Canada,,,,,,Canada,Materials,USD
KSU,KSU,,,Kansas City Southern,Stock,United States,,,,,,United States,Industrials,USD
KT,KT.KS,.KS,,KT Corporation,Stock,South Korea,,,,,,South Korea,Communication Services,USD
KTB,KTB,,,"Kontoor Brands, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KTBA,KTBA,,,Corts Trust for BellSouth Debentures,Stock,,,,,,,,,USD
KTCC,KTCC,,,Key Tronic Corporation,Stock,United States,,,,,,United States,Information Technology,USD
KTEL,KTEL,,,"KonaTel, Inc.",Stock,United States,,,,,,United States,Communication Services,USD
KTF,KTF,,,DWS Municipal Income Trust,Stock,United States,,,,,,United States,Financials,USD
KTGDF,KTGDF.TO,.TO,,K2 Gold Corporation,Stock,Canada,,,,,,Canada,Materials,USD
KTH,KTH,,,Corts Trust For Peco Energy Capital Trust III,Stock,,,,,,,,,USD
KTHGF,KTHGF,,,one,Stock,United States,,,,,,United States,Financials,USD
KTHN,KTHN,,,Katahdin Bankshares Corp.,Stock,United States,,,,,,United States,Financials,USD
KTN,KTN,,,Credit-Enhanced Corts Trust Aon,Stock,,,,,,,,,USD
KTNNF,KTNNF.TO,.TO,,PeakBirch Logic Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
KTOS,KTOS,,,"Kratos Defense & Security Solutions, Inc.",Stock,United States,,,,,,United States,Industrials,USD
KTPPF,KTPPF.TO,.TO,,Katipult Technology Corp.,Stock,Canada,,,,,,Canada,Information Technology,USD
KTRA,KTRA,,,"Kintara Therapeutics, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KTTA,KTTA,,,Pasithea Therapeutics Corp. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
KTTAW,KTTAW,,,Pasithea Therapeutics Corp. Warrant,Stock,United States,,,,,,United States,Health Care,USD
KTWIF,KTWIF.T,.T,,Kurita Water Industries Ltd.,Stock,Japan,,,,,,Japan,Industrials,USD
KTWIY,KTWIY.T,.T,,Kurita Water Industries Ltd.,Stock,Japan,,,,,,Japan,Industrials,USD
KTWO,KTWO,,,K2 Capital Acquisition Corporation Class A Ordinary Share,Stock,Cayman Islands,,,,,,Cayman Islands,,USD
KTWOR,KTWOR,,,K2 Capital Acquisition Corporation Rights,Stock,Cayman Islands,,,,,,Cayman Islands,,USD
KTWOU,KTWOU,,,K2 Capital Acquisition Corporation Units,Stock,Cayman Islands,,,,,,Cayman Islands,,USD
KTYB,KTYB,,,"Kentucky Bancshares, Inc.",Stock,United States,,,,,,United States,Financials,USD
KTYCF,KTYCF.TO,.TO,,Kits Eyecare Ltd.,Stock,Canada,,,,,,Canada,Consumer Discretionary,USD
KUASF,KUASF.SS,.SS,,Kuaishou Technology,Stock,China,,,,,,China,Communication Services,USD
KUBTF,KUBTF.T,.T,,Kubota Corporation,Stock,Japan,,,,,,Japan,Industrials,USD
KUBTY,KUBTY.T,.T,,Kubota Corporation,Stock,Japan,,,,,,Japan,Industrials,USD
KUKAF,KUKAF.DE,.DE,,KUKA Aktiengesellschaft,Stock,Germany,,,,,,Germany,Industrials,USD
KUKAY,KUKAY.DE,.DE,,KUKA Aktiengesellschaft,Stock,Germany,,,,,,Germany,Industrials,USD
KUKE,KUKE.SS,.SS,,Kuke Music Holding Limited,Stock,China,,,,,,China,Communication Services,USD
KUKZ,KUKZ,,,Kakuzi Plc Ord.5.00,Stock,Kenya,,,,,,Kenya,Consumer Staples,KES
KULR,KULR,,,"KULR Technology Group, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
KUNUF,KUNUF.HK,.HK,,Kunlun Energy Company Limited,Stock,Hong Kong,,,,,,Hong Kong,Energy,USD
KURA,KURA,,,"Kura Oncology, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KURI,KURI,,,Alkuri Global Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
KURIU,KURIU,,,Alkuri Global Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
KURIW,KURIW,,,Alkuri Global Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
KURRF,KURRF.T,.T,,"Kuraray Co., Ltd.",Stock,Japan,,,,,,Japan,Materials,USD
KURRY,KURRY.T,.T,,"Kuraray Co., Ltd.",Stock,Japan,,,,,,Japan,Materials,USD
KUST,KUST,,,Kustom Entertainment Inc. Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
KUYAF,KUYAF.TO,.TO,,Kuya Silver Corporation,Stock,Canada,,,,,,Canada,Materials,USD
KVAC,KVAC,,,Keen Vision Acquisition Corporation Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
KVACU,KVACU,,,Keen Vision Acquisition Corporation Units,Stock,United States,,,,,,United States,Financials,USD
KVACW,KVACW,,,Keen Vision Acquisition Corporation Warrant,Stock,United States,,,,,,United States,Financials,USD
KVGOF,KVGOF.L,.L,,KAVANGO RESOURCES PLC,Stock,United Kingdom,,,,,,United Kingdom,Materials,USD
KVHI,KVHI,,,"KVH Industries, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
KVIL,KVIL,,,"Kidville, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
KVLQF,KVLQF.TO,.TO,,ValOre Metals Corp.,Stock,Canada,,,,,,Canada,Materials,USD
KVMD,KVMD,,,"Kelvin Medical, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KVSA,KVSA,,,Khosla Ventures Acquisition Co.,Stock,United States,,,,,,United States,Financials,USD
KVSB,KVSB,,,Khosla Ventures Acquisition Co.,Stock,United States,,,,,,United States,Financials,USD
KVSC,KVSC,,,Khosla Ventures Acquisition Co.,Stock,United States,,,,,,United States,Financials,USD
KVUE,KVUE,,,Kenvue Inc. Common Stock,Stock,,,,,,,,Materials,USD
KVYO,KVYO,,,Klaviyo Inc. Series A Common Stock,Stock,,,,,,,,Information Technology,USD
KW,KW,,,"Kennedy-Wilson Holdings, Inc.",Stock,United States,,,,,,United States,Real Estate,USD
KWAC,KWAC,,,Kingswood Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
KWACU,KWACU,,,Kingswood Acquisition Corp.,Stock,United States,,,,,,United States,Financials,
KWBT,KWBT.SS,.SS,,Kiwa Bio-Tech Products Group Corporation,Stock,China,,,,,,China,Materials,USD
KWE,KWE.TO,.TO,,KWESST Micro Systems Inc. Common Stock,Stock,Canada,,,,,,Canada,Industrials,USD
KWEMF,KWEMF.TO,.TO,,KWESST Micro Systems Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
KWESW,KWESW.TO,.TO,,KWESST Micro Systems Inc. Warrant,Stock,Canada,,,,,,Canada,Financials,USD
KWGBF,KWGBF.TO,.TO,,KWG Resources Inc.,Stock,Canada,,,,,,Canada,Materials,USD
KWGPF,KWGPF.SS,.SS,,KWG Group Holdings Limited,Stock,China,,,,,,China,Real Estate,USD
KWHIY,KWHIY.T,.T,,"Kawasaki Heavy Industries, Ltd.",Stock,Japan,,,,,,Japan,Industrials,USD
KWIPF,KWIPF.NZ,.NZ,,Kiwi Property Group Limited,Stock,New Zealand,,,,,,New Zealand,Real Estate,USD
KWLGF,KWLGF.HK,.HK,,KWG Living Group Holdings Limited,Stock,Hong Kong,,,,,,Hong Kong,Real Estate,USD
KWM,KWM,,,K Wave Media Ltd. Ordinary Shares,Stock,Cayman Islands,,,,,,Cayman Islands,Consumer Discretionary,USD
KWMWW,KWMWW,,,K Wave Media Ltd. Warrant,Stock,Cayman Islands,,,,,,Cayman Islands,Consumer Discretionary,USD
KWPCY,KWPCY.T,.T,,Kewpie Corporation,Stock,Japan,,,,,,Japan,Consumer Staples,USD
KWR,KWR,,,Quaker Chemical Corporation,Stock,United States,,,,,,United States,Materials,USD
KWWMF,KWWMF.TO,.TO,,Kew Media Group Inc.,Stock,Canada,,,,,,Canada,Communication Services,USD
KXIN,KXIN.SS,.SS,,Kaixin Auto Holdings,Stock,China,,,,,,China,Consumer Discretionary,USD
KXINW,KXINW.SS,.SS,,Kaixin Auto Holdings,Stock,China,,,,,,China,Consumer Discretionary,USD
KXPLF,KXPLF.TO,.TO,,Bayhorse Silver Inc.,Stock,Canada,,,,,,Canada,Materials,USD
KXSCF,KXSCF.TO,.TO,,Kinaxis Inc.,Stock,Canada,,,,,,Canada,Information Technology,USD
KYCCF,KYCCF.T,.T,,Keyence Corporation,Stock,Japan,,,,,,Japan,Information Technology,USD
KYCH,KYCH,,,Keyarch Acquisition Corporation Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
KYCHR,KYCHR,,,Keyarch Acquisition Corporation Rights,Stock,United States,,,,,,United States,Financials,USD
KYCHU,KYCHU,,,Keyarch Acquisition Corporation Unit,Stock,United States,,,,,,United States,Financials,USD
KYCHW,KYCHW,,,Keyarch Acquisition Corporation Warrant,Stock,United States,,,,,,United States,Financials,USD
KYIV,KYIV,,,Kyivstar Group Ltd. Common Shares,Stock,United Arab Emirates,,,,,,United Arab Emirates,,USD
KYIVW,KYIVW,,,Kyivstar Group Ltd. Warrant,Stock,United Arab Emirates,,,,,,United Arab Emirates,,USD
KYKOF,KYKOF.T,.T,,"Kyowa Kirin Co., Ltd.",Stock,Japan,,,,,,Japan,Health Care,USD
KYMR,KYMR,,,"Kymera Therapeutics, Inc.",Stock,United States,,,,,,United States,Health Care,USD
KYN,KYN,,,"Kayne Anderson Energy Infrastructure Fund, Inc.",Stock,United States,,,,,,United States,Financials,USD
KYNB,KYNB,,,Kyntra Bio Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
KYNC,KYNC,,,"KYN Capital Group, Inc.",Stock,United States,,,,,,United States,Financials,USD
KYNS,KYNS,,,Keynes Technology Co Ltd.,Stock,United States,,,,,,United States,Information Technology,USD
KYOCF,KYOCF.T,.T,,Kyocera Corporation,Stock,Japan,,,,,,Japan,Information Technology,USD
KYOCY,KYOCY.T,.T,,Kyocera Corporation,Stock,Japan,,,,,,Japan,Information Technology,USD
KYSEF,KYSEF.T,.T,,"Kyushu Electric Power Company, Incorporated",Stock,Japan,,,,,,Japan,Utilities,USD
KYTX,KYTX,,,Kyverna Therapeutics Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
KYYWF,KYYWF,,,Keywords Studios plc,Stock,Ireland,,,,,,Ireland,Communication Services,USD
KYYWY,KYYWY,,,Keywords Studios plc,Stock,Ireland,,,,,,Ireland,Communication Services,USD
KYZN,KYZN,,,Kyzen Corp.,Stock,United States,,,,,,United States,Materials,USD
KZIA,KZIA.AX,.AX,,Kazia Therapeutics Limited,Stock,Australia,,,,,,Australia,Health Care,USD
KZMYF,KZMYF.L,.L,,KAZ Minerals PLC,Stock,United Kingdom,,,,,,United Kingdom,Materials,USD
KZMYY,KZMYY.L,.L,,KAZ Minerals PLC,Stock,United Kingdom,,,,,,United Kingdom,Materials,USD
KZR,KZR,,,"Kezar Life Sciences, Inc.",Stock,United States,,,,,,United States,Health Care,USD
LAAB,LAAB,,,"Startech Labs, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
LAAC,LAAC,,,Lithium Americas (Argentina) Corp. Common Shares,Stock,,,,,,,,Materials,USD
LAACZ,LAACZ,,,"LAACO, Ltd.",Stock,United States,,,,,,United States,Real Estate,USD
LAB,LAB,,,Standard BioTools Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
LABFF,LABFF.MC,.MC,,"Laboratorios Farmaceuticos Rovi, S.A.",Stock,Spain,,,,,,Spain,Health Care,USD
LABP,LABP,,,"Landos Biopharma, Inc.",Stock,United States,,,,,,United States,Health Care,USD
LAC,LAC.TO,.TO,,Lithium Americas Corp.,Stock,Canada,,,,,,Canada,Materials,USD
LACQ,LACQ,,,Leisure Acquisition Corp.,Stock,United States,,,,,,United States,,USD
LACQU,LACQU,,,Leisure Acquisition Corp.,Stock,United States,,,,,,United States,,USD
LACQW,LACQW,,,Leisure Acquisition Corp.,Stock,United States,,,,,,United States,,USD
LAD,LAD,,,"Lithia Motors, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
LADFF,LADFF.TO,.TO,,New Carolin Gold Corp.,Stock,Canada,,,,,,Canada,Materials,USD
LADR,LADR,,,Ladder Capital Corp,Stock,United States,,,,,,United States,Real Estate,USD
LAES,LAES.SW,.SW,,SEALSQ Corp Ordinary Shares,Stock,Switzerland,,,,,,Switzerland,Information Technology,USD
LAFA,LAFA.PA,.PA,,LaFayette Acquisition Corp. Ordinary Share,Stock,France,,,,,,France,,USD
LAFAR,LAFAR.PA,.PA,,LaFayette Acquisition Corp. Rights,Stock,France,,,,,,France,,USD
LAFAU,LAFAU.PA,.PA,,LaFayette Acquisition Corp. Unit,Stock,France,,,,,,France,,USD
LAIX,LAIX.SS,.SS,,LAIX Inc.,Stock,China,,,,,,China,Consumer Staples,USD
LAKE,LAKE,,,"Lakeland Industries, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
LAMR,LAMR,,,Lamar Advertising Company (REIT),Stock,United States,,,,,,United States,Real Estate,USD
LANC,LANC,,,Lancaster Colony Corporation,Stock,United States,,,,,,United States,Consumer Staples,USD
LAND,LAND,,,one,Stock,United States,,,,,,United States,Financials,USD
LANDM,LANDM,,,one,Stock,United States,,,,,,United States,Financials,USD
LANDO,LANDO,,,one,Stock,United States,,,,,,United States,Financials,USD
LANDP,LANDP,,,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,Stock,United States,,,,,,United States,Real Estate,USD
LANV,LANV,,,Lanvin Group Holdings Limited Ordinary Shares,Stock,,,,,,,,Consumer Discretionary,USD
LANZ,LANZ,,,"Lancer Orthodontics, Inc.",Stock,United States,,,,,,United States,Health Care,USD
LAR,LAR.TO,.TO,,Lithium Argentina AG Common Shares,Stock,Canada,,,,,,Canada,Materials,USD
LAREF,LAREF.MC,.MC,,"Lar Espana Real Estate SOCIMI, S.A.",Stock,Spain,,,,,,Spain,Real Estate,USD
LARK,LARK,,,"Landmark Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
LASE,LASE,,,Laser Photonics Corporation Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
LASLY,LASLY.SS,.SS,,Lentuo International Inc.,Stock,China,,,,,,China,Consumer Discretionary,USD
LASR,LASR,,,"nLIGHT, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
LATA,LATA,,,Galata Acquisition Corp. II Class A Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
LATAU,LATAU,,,Galata Acquisition Corp. II Units,Stock,United States,,,,,,United States,,USD
LATAW,LATAW,,,Galata Acquisition Corp. II Warrant,Stock,United States,,,,,,United States,Financials,USD
LATF,LATF.TO,.TO,,Latteno Food Corp.,Stock,Canada,,,,,,Canada,Consumer Staples,USD
LATG,LATG.MX,.MX,,LatAmGrowth SPAC Class A Ordinary Shares,Stock,Mexico,,,,,,Mexico,Financials,USD
LATGU,LATGU.MX,.MX,,LatAmGrowth SPAC Unit,Stock,Mexico,,,,,,Mexico,Financials,USD
LATGW,LATGW.MX,.MX,,LatAmGrowth SPAC Warrants,Stock,Mexico,,,,,,Mexico,Financials,USD
LATN,LATN,,,Union Acquisition Corp. II,Stock,United States,,,,,,United States,Financials,USD
LATNU,LATNU,,,Union Acquisition Corp. II,Stock,United States,,,,,,United States,Financials,USD
LATNW,LATNW,,,Union Acquisition Corp. II,Stock,United States,,,,,,United States,Financials,USD
LAUR,LAUR,,,"Laureate Education, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
LAW,LAW,,,CS Disco Inc. Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
LAWR,LAWR.T,.T,,Robot Consulting Co. Ltd. ADS,Stock,Japan,,,,,,Japan,Communication Services,USD
LAWS,LAWS,,,"Lawson Products, Inc.",Stock,United States,,,,,,United States,Industrials,USD
LAXAF,LAXAF,,,"Laxai Pharma, Ltd.",Stock,United States,,,,,,United States,Health Care,USD
LAZ,LAZ,,,Lazard Ltd,Stock,Bermuda,,,,,,Bermuda,Financials,USD
LAZR,LAZR,,,"Luminar Technologies, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
LAZY,LAZY,,,"Lazydays Holdings, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
LAZYW,LAZYW,,,"Lazydays Holdings, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
LB,LB,,,"L Brands, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
LBAI,LBAI,,,"Lakeland Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
LBAS,LBAS,,,"Location Based Technologies, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
LBBB,LBBB,,,Lakeshore Acquisition II Corp. Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
LBBBR,LBBBR,,,Lakeshore Acquisition II Corp. Rights,Stock,United States,,,,,,United States,Financials,USD
LBBBU,LBBBU,,,Lakeshore Acquisition II Corp. Unit,Stock,United States,,,,,,United States,Financials,USD
LBBBW,LBBBW,,,Lakeshore Acquisition II Corp. Warrants,Stock,United States,,,,,,United States,Financials,USD
LBC,LBC,,,Luther Burbank Corporation,Stock,United States,,,,,,United States,Financials,USD
LBCMF,LBCMF.TO,.TO,,Libero Copper & Gold Corporation,Stock,Canada,,,,,,Canada,Materials,USD
LBDKV,LBDKV,,,Liberty Broadband Corporation Class C Common Stock Ex-distribution When-Issued,Stock,United States,,,,,,United States,,USD
LBGF,LBGF,,,"Level Best Golf, Inc.",Stock,United States,,,,,,United States,,USD
LBGJ,LBGJ.SS,.SS,,Li Bang International Corporation Inc. Ordinary Shares,Stock,China,,,,,,China,Industrials,USD
LBHRF,LBHRF.TO,.TO,,International Consolidated Uranium Inc.,Stock,Canada,,,,,,Canada,Materials,USD
LBLCF,LBLCF.TO,.TO,,Loblaw Companies Limited,Stock,Canada,,,,,,Canada,Consumer Staples,USD
LBLTF,LBLTF,,,Lattice Biologics Ltd.,Stock,United States,,,,,,United States,Health Care,USD
LBPH,LBPH,,,"Longboard Pharmaceuticals, Inc.",Stock,United States,,,,,,United States,Health Care,USD
LBPS,LBPS.L,.L,,4D pharma plc,Stock,United Kingdom,,,,,,United Kingdom,Health Care,USD
LBPSW,LBPSW.L,.L,,4D pharma plc,Stock,United Kingdom,,,,,,United Kingdom,Health Care,USD
LBRDA,LBRDA,,,Liberty Broadband Corporation,Stock,United States,,,,,,United States,Communication Services,USD
LBRDB,LBRDB,,,Liberty Broadband Corporation,Stock,United States,,,,,,United States,Communication Services,USD
LBRDK,LBRDK,,,Liberty Broadband Corporation,Stock,United States,,,,,,United States,Communication Services,USD
LBRDP,LBRDP,,,Liberty Broadband Corporation,Stock,United States,,,,,,United States,Communication Services,USD
LBRG,LBRG,,,"Ladybug Resource Group, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
LBRMF,LBRMF.TO,.TO,,Labrador Iron Mines Holdings Limited,Stock,Canada,,,,,,Canada,Materials,USD
LBRT,LBRT,,,Liberty Oilfield Services Inc.,Stock,United States,,,,,,United States,Energy,USD
LBRX,LBRX,,,LB Pharmaceuticals Inc Common Stock,Stock,United States,,,,,,United States,Health Care,USD
LBSI,LBSI,,,"Liberty Bancshares, Inc. (Ada, OH)",Stock,United States,,,,,,United States,Financials,USD
LBSR,LBSR,,,Liberty Star Uranium & Metals Corp.,Stock,United States,,,,,,United States,Materials,USD
LBTD,LBTD,,,Lotus Bio-Technology Development Corp.,Stock,United States,,,,,,United States,Materials,USD
LBTI,LBTI.SS,.SS,,"Lithium & Boron Technology, Inc.",Stock,China,,,,,,China,Materials,USD
LBTSF,LBTSF.MC,.MC,,"Almirall, S.A.",Stock,Spain,,,,,,Spain,Health Care,USD
LBTYA,LBTYA.L,.L,,Liberty Global plc,Stock,United Kingdom,,,,,,United Kingdom,Communication Services,USD
LBTYB,LBTYB.L,.L,,Liberty Global plc,Stock,United Kingdom,,,,,,United Kingdom,Communication Services,USD
LBTYK,LBTYK.L,.L,,Liberty Global plc,Stock,United Kingdom,,,,,,United Kingdom,Communication Services,USD
LBUY,LBUY,,,"Leafbuyer Technologies, Inc.",Stock,United States,,,,,,United States,Communication Services,USD
LBWR,LBWR,,,"Labwire, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
LBYAV,LBYAV.L,.L,,Liberty Global Ltd. Class A Common Shares Ex-distribution When-Issued,Stock,United Kingdom,,,,,,United Kingdom,Communication Services,USD
LBYE,LBYE,,,Liberty Energy Corp.,Stock,United States,,,,,,United States,Energy,USD
LBYKV,LBYKV.L,.L,,Liberty Global Ltd. Class C Common Shares Ex-distribution When-Issued,Stock,United Kingdom,,,,,,United Kingdom,Communication Services,USD
LC,LC,,,LendingClub Corporation,Stock,United States,,,,,,United States,Financials,USD
LCA,LCA,,,Landcadia Holdings IV Inc. Class A Common Stock,Stock,United States,,,,,,United States,Financials,USD
LCAA,LCAA.SI,.SI,,L Catterton Asia Acquisition Corp,Stock,Singapore,,,,,,Singapore,Financials,USD
LCAAU,LCAAU.SI,.SI,,L Catterton Asia Acquisition Corp,Stock,Singapore,,,,,,Singapore,Financials,USD
